farm_id,crop_variety,genomic_drought_resistance,genomic_disease_resistance,avg_temperature,total_rainfall_mm,satellite_ndvi,disease_severity,yield_percentage
FARM_0264,Swarna-Sub1 (Flood Tolerant),0.34,0.23,30.6,612.6,0.647,0.26,73.4
FARM_0265,Swarna-Sub1 (Flood Tolerant),0.36,0.29,25.2,885.0,0.459,0.6,65.1
FARM_0266,Sahbhagi-Dhan (Drought Tolerant),0.96,0.26,30.4,292.1,0.697,0.09,81.2
FARM_0267,Sahbhagi-Dhan (Drought Tolerant),0.82,0.61,34.9,958.6,0.568,0.46,87.4
FARM_0268,Swarna-Sub1 (Flood Tolerant),0.13,0.56,23.5,386.7,0.75,0.12,96.6
FARM_0269,IR-64 (Standard),0.25,0.42,34.0,742.4,0.584,0.55,65.6
FARM_0270,IR-64 (Standard),0.26,0.23,25.2,585.9,0.626,0.25,83.8
FARM_0271,Swarna-Sub1 (Flood Tolerant),0.1,0.58,31.0,539.0,0.761,0.25,92.2
FARM_0272,IR-64 (Standard),0.3,0.54,32.0,414.6,0.662,0.42,77.0
FARM_0273,Swarna-Sub1 (Flood Tolerant),0.4,0.27,31.5,503.2,0.784,0.16,86.4
FARM_0274,IR-64 (Standard),0.43,0.75,28.7,357.8,0.77,0.23,100.0
FARM_0275,IR-64 (Standard),0.45,0.32,32.6,689.1,0.597,0.39,77.6
FARM_0276,Sahbhagi-Dhan (Drought Tolerant),0.85,0.65,25.0,723.6,0.659,0.28,100.0
FARM_0277,Sahbhagi-Dhan (Drought Tolerant),0.82,0.73,33.7,369.9,0.778,0.1,96.1
FARM_0278,IR-64 (Standard),0.13,0.55,28.1,171.9,0.328,0.28,0.0
FARM_0279,IR-64 (Standard),0.3,0.35,31.3,434.4,0.787,0.07,97.3
FARM_0280,Sahbhagi-Dhan (Drought Tolerant),0.87,0.39,28.6,897.7,0.588,0.53,64.6
FARM_0281,Sahbhagi-Dhan (Drought Tolerant),0.87,0.73,36.1,546.4,0.73,0.09,92.6
FARM_0282,Sahbhagi-Dhan (Drought Tolerant),0.81,0.38,31.8,730.7,0.573,0.41,70.2
FARM_0283,Swarna-Sub1 (Flood Tolerant),0.27,0.65,32.6,314.4,0.68,0.45,83.6
FARM_0284,IR-64 (Standard),0.33,0.79,33.2,402.8,0.622,0.4,85.3
FARM_0285,Sahbhagi-Dhan (Drought Tolerant),0.98,0.8,29.0,437.9,0.711,0.23,94.4
FARM_0286,IR-64 (Standard),0.26,0.52,31.2,265.8,0.496,0.69,43.9
FARM_0287,Swarna-Sub1 (Flood Tolerant),0.49,0.7,30.7,533.4,0.609,0.44,88.1
FARM_0288,Swarna-Sub1 (Flood Tolerant),0.4,0.79,32.6,336.3,0.605,0.5,92.3
FARM_0289,Sahbhagi-Dhan (Drought Tolerant),0.87,0.42,28.2,689.8,0.619,0.4,73.5
FARM_0290,Swarna-Sub1 (Flood Tolerant),0.36,0.35,27.2,517.8,0.636,0.25,82.7
FARM_0291,IR-64 (Standard),0.14,0.27,34.7,796.2,0.729,0.22,78.1
FARM_0292,Sahbhagi-Dhan (Drought Tolerant),0.71,0.28,33.1,164.5,0.224,0.07,58.7
FARM_0293,IR-64 (Standard),0.33,0.71,26.6,393.8,0.616,0.65,92.5
FARM_0294,IR-64 (Standard),0.49,0.55,37.6,418.5,0.562,0.34,70.9
FARM_0295,Swarna-Sub1 (Flood Tolerant),0.35,0.72,27.7,592.6,0.759,0.07,95.4
FARM_0296,Swarna-Sub1 (Flood Tolerant),0.43,0.67,30.5,415.6,0.666,0.27,79.3
FARM_0297,Swarna-Sub1 (Flood Tolerant),0.42,0.6,34.7,844.5,0.746,0.28,85.8
FARM_0298,Swarna-Sub1 (Flood Tolerant),0.24,0.57,34.6,463.2,0.72,0.11,98.9
FARM_0299,Swarna-Sub1 (Flood Tolerant),0.2,0.23,27.2,318.9,0.696,0.07,96.5
FARM_0300,Sahbhagi-Dhan (Drought Tolerant),0.72,0.72,32.1,467.8,0.587,0.37,94.4
FARM_0301,IR-64 (Standard),0.29,0.45,28.8,434.9,0.55,0.37,88.6
FARM_0302,IR-64 (Standard),0.2,0.54,31.7,685.6,0.738,0.27,85.5
FARM_0303,IR-64 (Standard),0.46,0.21,29.5,417.6,0.809,0.21,78.6
FARM_0304,IR-64 (Standard),0.32,0.76,28.4,195.9,0.429,0.22,27.4
FARM_0305,Swarna-Sub1 (Flood Tolerant),0.49,0.74,26.2,535.5,0.582,0.56,86.1
FARM_0306,IR-64 (Standard),0.42,0.53,34.7,369.8,0.604,0.54,69.3
FARM_0307,Sahbhagi-Dhan (Drought Tolerant),0.77,0.55,27.0,269.0,0.586,0.24,75.7
FARM_0308,Sahbhagi-Dhan (Drought Tolerant),0.98,0.62,35.9,504.5,0.637,0.34,87.1
FARM_0309,IR-64 (Standard),0.3,0.36,28.8,473.6,0.808,0.05,98.1
FARM_0310,IR-64 (Standard),0.45,0.33,31.9,455.9,0.627,0.27,75.4
FARM_0311,Sahbhagi-Dhan (Drought Tolerant),0.98,0.6,36.2,552.1,0.778,0.13,90.1
FARM_0312,Sahbhagi-Dhan (Drought Tolerant),0.94,0.26,28.3,384.2,0.75,0.12,85.4
FARM_0313,Swarna-Sub1 (Flood Tolerant),0.27,0.47,31.9,523.2,0.739,0.24,90.7
FARM_0314,Sahbhagi-Dhan (Drought Tolerant),0.7,0.5,32.0,382.1,0.689,0.35,87.4
FARM_0315,Swarna-Sub1 (Flood Tolerant),0.32,0.43,27.3,664.4,0.703,0.09,99.5
FARM_0316,Swarna-Sub1 (Flood Tolerant),0.3,0.31,30.9,495.2,0.755,0.21,87.2
FARM_0317,Swarna-Sub1 (Flood Tolerant),0.22,0.41,33.0,850.0,0.823,0.14,93.1
FARM_0318,Swarna-Sub1 (Flood Tolerant),0.47,0.4,36.8,401.0,0.665,0.44,64.1
FARM_0319,Swarna-Sub1 (Flood Tolerant),0.34,0.5,28.3,571.4,0.681,0.19,86.3
FARM_0320,IR-64 (Standard),0.26,0.6,31.4,725.9,0.745,0.25,96.0
FARM_0321,Sahbhagi-Dhan (Drought Tolerant),0.98,0.78,29.5,607.2,0.667,0.39,94.7
FARM_0322,Swarna-Sub1 (Flood Tolerant),0.41,0.29,30.8,528.1,0.629,0.2,82.0
FARM_0323,Sahbhagi-Dhan (Drought Tolerant),0.91,0.72,27.6,567.2,0.699,0.23,85.8
FARM_0324,Sahbhagi-Dhan (Drought Tolerant),0.84,0.37,29.3,601.5,0.668,0.44,69.9
FARM_0325,Swarna-Sub1 (Flood Tolerant),0.14,0.55,36.1,559.6,0.725,0.18,93.2
FARM_0326,IR-64 (Standard),0.28,0.53,30.5,497.1,0.628,0.5,78.9
FARM_0327,Swarna-Sub1 (Flood Tolerant),0.29,0.53,30.3,647.4,0.685,0.22,91.1
FARM_0328,IR-64 (Standard),0.46,0.63,26.6,483.1,0.809,0.02,100.0
FARM_0329,Sahbhagi-Dhan (Drought Tolerant),0.77,0.43,34.4,303.1,0.765,0.25,75.6
FARM_0330,IR-64 (Standard),0.48,0.39,33.4,911.7,0.81,0.04,97.1
FARM_0331,IR-64 (Standard),0.29,0.71,30.5,675.5,0.711,0.26,98.8
FARM_0332,IR-64 (Standard),0.49,0.33,37.6,317.7,0.625,0.45,51.7
FARM_0333,Sahbhagi-Dhan (Drought Tolerant),0.74,0.31,27.9,451.1,0.64,0.39,68.5
FARM_0334,Sahbhagi-Dhan (Drought Tolerant),0.89,0.21,25.8,386.1,0.695,0.17,85.2
FARM_0335,IR-64 (Standard),0.47,0.33,29.6,400.4,0.705,0.2,83.9
FARM_0336,IR-64 (Standard),0.48,0.51,26.6,673.4,0.671,0.35,81.1
FARM_0337,Swarna-Sub1 (Flood Tolerant),0.11,0.52,31.0,433.7,0.607,0.24,89.6
FARM_0338,IR-64 (Standard),0.17,0.35,30.3,883.2,0.82,0.11,90.1
FARM_0339,Swarna-Sub1 (Flood Tolerant),0.36,0.24,34.6,146.7,0.233,0.08,0.0
FARM_0340,IR-64 (Standard),0.11,0.65,28.2,494.1,0.57,0.43,80.8
FARM_0341,Swarna-Sub1 (Flood Tolerant),0.13,0.65,31.3,233.7,0.578,0.25,32.3
FARM_0342,Sahbhagi-Dhan (Drought Tolerant),0.8,0.8,30.7,565.5,0.783,0.07,99.6
FARM_0343,IR-64 (Standard),0.3,0.74,33.3,589.5,0.763,0.23,94.6
FARM_0344,IR-64 (Standard),0.32,0.76,25.5,679.8,0.551,0.54,83.8
FARM_0345,IR-64 (Standard),0.11,0.68,26.4,254.6,0.42,0.71,33.1
FARM_0346,IR-64 (Standard),0.17,0.57,27.7,586.3,0.792,0.11,93.4
FARM_0347,Swarna-Sub1 (Flood Tolerant),0.3,0.28,25.7,325.3,0.762,0.06,93.9
FARM_0348,IR-64 (Standard),0.34,0.57,32.4,519.2,0.634,0.2,85.7
FARM_0349,Sahbhagi-Dhan (Drought Tolerant),0.88,0.23,32.5,411.6,0.662,0.48,58.7
FARM_0350,Sahbhagi-Dhan (Drought Tolerant),0.76,0.73,34.4,247.1,0.577,0.09,87.4
FARM_0351,IR-64 (Standard),0.46,0.49,29.4,644.5,0.778,0.2,77.9
FARM_0352,Sahbhagi-Dhan (Drought Tolerant),0.87,0.62,28.2,448.3,0.505,0.69,76.4
FARM_0353,IR-64 (Standard),0.49,0.23,26.2,671.5,0.699,0.24,82.9
FARM_0354,IR-64 (Standard),0.45,0.52,35.2,685.8,0.646,0.43,82.7
FARM_0355,Sahbhagi-Dhan (Drought Tolerant),0.87,0.38,29.1,762.3,0.811,0.22,85.9
FARM_0356,IR-64 (Standard),0.37,0.37,27.1,398.6,0.51,0.62,66.5
FARM_0357,Sahbhagi-Dhan (Drought Tolerant),0.95,0.43,33.0,314.2,0.706,0.18,94.2
FARM_0358,Swarna-Sub1 (Flood Tolerant),0.36,0.2,28.6,740.1,0.666,0.27,90.7
FARM_0359,IR-64 (Standard),0.22,0.48,25.7,520.6,0.708,0.15,100.0
FARM_0360,Swarna-Sub1 (Flood Tolerant),0.34,0.49,26.5,769.8,0.684,0.28,81.6
FARM_0361,Sahbhagi-Dhan (Drought Tolerant),0.92,0.72,30.4,263.4,0.547,0.47,100.0
FARM_0362,Swarna-Sub1 (Flood Tolerant),0.11,0.47,25.7,637.7,0.621,0.4,86.4
FARM_0363,Swarna-Sub1 (Flood Tolerant),0.42,0.42,29.7,508.6,0.805,0.22,85.8
FARM_0364,Sahbhagi-Dhan (Drought Tolerant),0.78,0.8,26.5,491.7,0.791,0.19,89.8
FARM_0365,Swarna-Sub1 (Flood Tolerant),0.22,0.54,26.2,435.7,0.68,0.29,84.5
FARM_0366,Swarna-Sub1 (Flood Tolerant),0.1,0.48,28.0,277.9,0.609,0.2,67.7
FARM_0367,Sahbhagi-Dhan (Drought Tolerant),0.8,0.5,30.6,632.8,0.704,0.33,86.1
FARM_0368,Swarna-Sub1 (Flood Tolerant),0.13,0.69,31.3,421.6,0.628,0.61,76.1
FARM_0369,Sahbhagi-Dhan (Drought Tolerant),0.71,0.4,33.7,542.3,0.812,0.1,93.9
FARM_0370,Swarna-Sub1 (Flood Tolerant),0.27,0.43,26.9,886.5,0.674,0.23,90.4
FARM_0371,Sahbhagi-Dhan (Drought Tolerant),0.88,0.65,35.6,392.6,0.656,0.34,80.5
FARM_0372,Sahbhagi-Dhan (Drought Tolerant),0.9,0.24,40.9,440.5,0.573,0.39,40.7
FARM_0373,Swarna-Sub1 (Flood Tolerant),0.35,0.72,28.3,467.4,0.637,0.24,89.1
FARM_0374,Swarna-Sub1 (Flood Tolerant),0.41,0.46,22.9,421.1,0.703,0.36,89.3
FARM_0375,Swarna-Sub1 (Flood Tolerant),0.36,0.55,23.0,427.3,0.767,0.16,89.5
FARM_0376,IR-64 (Standard),0.4,0.65,28.0,639.5,0.68,0.51,84.1
FARM_0377,IR-64 (Standard),0.46,0.36,27.2,764.7,0.628,0.28,76.3
FARM_0378,IR-64 (Standard),0.45,0.73,30.0,526.0,0.821,0.12,92.8
FARM_0379,Sahbhagi-Dhan (Drought Tolerant),0.97,0.79,32.0,648.0,0.757,0.27,92.3
FARM_0380,Swarna-Sub1 (Flood Tolerant),0.19,0.5,24.9,465.4,0.662,0.61,63.2
FARM_0381,Sahbhagi-Dhan (Drought Tolerant),0.84,0.76,29.3,460.4,0.799,0.11,98.1
FARM_0382,IR-64 (Standard),0.3,0.2,28.0,420.0,0.617,0.14,81.5
FARM_0383,Swarna-Sub1 (Flood Tolerant),0.39,0.74,38.1,347.1,0.739,0.22,78.7
FARM_0384,Sahbhagi-Dhan (Drought Tolerant),0.8,0.39,24.5,747.3,0.589,0.3,82.2
FARM_0385,Swarna-Sub1 (Flood Tolerant),0.4,0.39,27.0,399.6,0.585,0.26,84.5
FARM_0386,Sahbhagi-Dhan (Drought Tolerant),0.94,0.34,30.1,622.2,0.75,0.16,93.4
FARM_0387,Swarna-Sub1 (Flood Tolerant),0.13,0.39,27.0,332.6,0.773,0.17,94.9
FARM_0388,IR-64 (Standard),0.11,0.33,34.5,509.2,0.702,0.03,93.6
FARM_0389,IR-64 (Standard),0.2,0.74,25.9,499.8,0.633,0.15,98.3
FARM_0390,Swarna-Sub1 (Flood Tolerant),0.46,0.74,26.3,334.2,0.574,0.51,86.8
FARM_0391,Sahbhagi-Dhan (Drought Tolerant),0.73,0.26,34.9,430.7,0.672,0.39,76.3
FARM_0392,IR-64 (Standard),0.37,0.29,25.2,286.3,0.699,0.14,79.2
FARM_0393,IR-64 (Standard),0.38,0.72,33.3,503.4,0.586,0.49,77.5
FARM_0394,IR-64 (Standard),0.39,0.44,28.2,147.9,0.136,0.24,0.0
FARM_0395,Swarna-Sub1 (Flood Tolerant),0.48,0.3,27.5,488.4,0.589,0.48,65.9
FARM_0396,Swarna-Sub1 (Flood Tolerant),0.43,0.51,28.0,630.2,0.8,0.13,99.7
FARM_0397,Sahbhagi-Dhan (Drought Tolerant),0.76,0.45,25.5,497.4,0.679,0.32,86.5
FARM_0398,Sahbhagi-Dhan (Drought Tolerant),0.75,0.33,33.6,360.0,0.692,0.31,73.0
FARM_0399,Sahbhagi-Dhan (Drought Tolerant),0.77,0.63,30.5,370.1,0.792,0.24,96.8
FARM_0400,Swarna-Sub1 (Flood Tolerant),0.36,0.58,33.6,741.6,0.851,0.12,90.3
FARM_0401,Swarna-Sub1 (Flood Tolerant),0.27,0.26,34.7,531.6,0.734,0.4,66.0
FARM_0402,Sahbhagi-Dhan (Drought Tolerant),0.8,0.76,32.2,668.9,0.715,0.55,87.4
FARM_0403,Sahbhagi-Dhan (Drought Tolerant),0.83,0.54,24.2,688.5,0.691,0.17,93.2
FARM_0404,Swarna-Sub1 (Flood Tolerant),0.3,0.35,26.1,410.9,0.462,0.7,54.0
FARM_0405,Sahbhagi-Dhan (Drought Tolerant),0.76,0.32,33.4,299.7,0.626,0.5,65.4
FARM_0406,IR-64 (Standard),0.21,0.28,30.2,629.2,0.547,0.6,50.4
FARM_0407,Swarna-Sub1 (Flood Tolerant),0.29,0.45,32.6,328.6,0.739,0.16,90.9
FARM_0408,Sahbhagi-Dhan (Drought Tolerant),0.97,0.28,29.6,381.9,0.647,0.13,97.0
FARM_0409,Swarna-Sub1 (Flood Tolerant),0.15,0.45,28.3,520.7,0.54,0.69,61.5
FARM_0410,IR-64 (Standard),0.27,0.29,32.6,449.8,0.699,0.2,94.7
FARM_0411,Swarna-Sub1 (Flood Tolerant),0.22,0.59,23.1,37.2,0.1,0.32,0.0
FARM_0412,Swarna-Sub1 (Flood Tolerant),0.16,0.67,28.7,253.1,0.512,0.31,46.3
FARM_0413,Swarna-Sub1 (Flood Tolerant),0.21,0.53,30.3,701.7,0.565,0.39,77.3
FARM_0414,Swarna-Sub1 (Flood Tolerant),0.19,0.61,30.8,483.7,0.74,0.07,100.0
FARM_0415,IR-64 (Standard),0.39,0.76,24.8,646.5,0.768,0.27,95.1
FARM_0416,Swarna-Sub1 (Flood Tolerant),0.11,0.58,25.0,337.7,0.79,0.07,90.2
FARM_0417,Swarna-Sub1 (Flood Tolerant),0.35,0.42,28.4,277.6,0.633,0.41,62.1
FARM_0418,Sahbhagi-Dhan (Drought Tolerant),0.77,0.47,29.7,644.4,0.584,0.39,81.9
FARM_0419,Swarna-Sub1 (Flood Tolerant),0.29,0.72,36.2,759.3,0.636,0.44,74.9
FARM_0420,Sahbhagi-Dhan (Drought Tolerant),0.96,0.28,26.5,325.5,0.638,0.27,79.2
FARM_0421,IR-64 (Standard),0.38,0.4,28.0,703.6,0.727,0.45,68.6
FARM_0422,IR-64 (Standard),0.4,0.55,36.4,304.7,0.612,0.33,76.0
FARM_0423,IR-64 (Standard),0.18,0.61,34.3,172.6,0.289,0.34,0.0
FARM_0424,IR-64 (Standard),0.41,0.66,25.5,617.2,0.754,0.06,88.1
FARM_0425,Sahbhagi-Dhan (Drought Tolerant),0.73,0.39,32.7,309.0,0.702,0.39,69.2
FARM_0426,Swarna-Sub1 (Flood Tolerant),0.24,0.29,33.3,258.0,0.475,0.3,52.1
FARM_0427,IR-64 (Standard),0.19,0.77,30.8,262.3,0.507,0.35,58.4
FARM_0428,Swarna-Sub1 (Flood Tolerant),0.25,0.25,25.3,430.4,0.715,0.29,86.9
FARM_0429,Sahbhagi-Dhan (Drought Tolerant),0.88,0.26,27.6,159.9,0.149,0.45,44.8
FARM_0430,Sahbhagi-Dhan (Drought Tolerant),0.96,0.5,27.5,618.8,0.708,0.25,88.6
FARM_0431,Sahbhagi-Dhan (Drought Tolerant),0.95,0.69,32.1,596.3,0.526,0.63,81.6
FARM_0432,IR-64 (Standard),0.15,0.66,28.3,596.1,0.672,0.3,90.0
FARM_0433,Swarna-Sub1 (Flood Tolerant),0.42,0.76,28.9,741.5,0.699,0.22,100.0
FARM_0434,Swarna-Sub1 (Flood Tolerant),0.2,0.28,27.6,694.2,0.719,0.11,85.9
FARM_0435,Swarna-Sub1 (Flood Tolerant),0.2,0.43,23.8,318.5,0.801,0.25,91.2
FARM_0436,Sahbhagi-Dhan (Drought Tolerant),0.98,0.37,40.4,634.8,0.784,0.25,55.9
FARM_0437,IR-64 (Standard),0.13,0.72,31.6,722.2,0.738,0.34,92.7
FARM_0438,Sahbhagi-Dhan (Drought Tolerant),0.92,0.49,35.9,662.8,0.789,0.12,88.8
FARM_0439,Sahbhagi-Dhan (Drought Tolerant),0.89,0.22,25.5,677.8,0.706,0.36,79.0
FARM_0440,Swarna-Sub1 (Flood Tolerant),0.32,0.62,36.1,469.9,0.486,0.7,63.9
FARM_0441,Sahbhagi-Dhan (Drought Tolerant),0.82,0.43,28.4,370.4,0.658,0.22,80.0
FARM_0442,Swarna-Sub1 (Flood Tolerant),0.44,0.52,32.1,453.1,0.812,0.13,97.1
FARM_0443,IR-64 (Standard),0.3,0.74,34.0,360.3,0.72,0.26,93.8
FARM_0444,Swarna-Sub1 (Flood Tolerant),0.11,0.35,36.0,700.7,0.736,0.32,75.7
FARM_0445,IR-64 (Standard),0.31,0.34,29.8,537.3,0.778,0.11,98.9
FARM_0446,Swarna-Sub1 (Flood Tolerant),0.38,0.36,26.0,664.7,0.694,0.18,89.8
FARM_0447,Sahbhagi-Dhan (Drought Tolerant),0.73,0.4,29.9,210.2,0.308,0.34,54.2
FARM_0448,Sahbhagi-Dhan (Drought Tolerant),0.96,0.26,32.4,410.7,0.741,0.22,83.4
FARM_0449,IR-64 (Standard),0.21,0.62,27.9,295.0,0.647,0.45,88.7
FARM_0450,IR-64 (Standard),0.41,0.32,28.3,174.9,0.302,0.28,8.8
FARM_0451,IR-64 (Standard),0.24,0.76,23.8,560.0,0.645,0.27,97.3
FARM_0452,Swarna-Sub1 (Flood Tolerant),0.42,0.33,26.1,287.1,0.68,0.23,73.3
FARM_0453,Swarna-Sub1 (Flood Tolerant),0.23,0.35,31.8,425.4,0.745,0.18,92.7
FARM_0454,IR-64 (Standard),0.17,0.38,33.5,305.7,0.718,0.13,90.1
FARM_0455,Sahbhagi-Dhan (Drought Tolerant),0.78,0.66,34.4,418.5,0.55,0.8,64.2
FARM_0456,Swarna-Sub1 (Flood Tolerant),0.28,0.46,39.1,617.8,0.729,0.16,71.6
FARM_0457,Swarna-Sub1 (Flood Tolerant),0.11,0.69,36.0,308.7,0.746,0.33,85.6
FARM_0458,Swarna-Sub1 (Flood Tolerant),0.15,0.67,29.4,409.3,0.701,0.3,91.8
FARM_0459,IR-64 (Standard),0.17,0.76,26.3,605.7,0.735,0.15,95.0
FARM_0460,IR-64 (Standard),0.15,0.65,29.0,636.3,0.672,0.34,93.4
FARM_0461,IR-64 (Standard),0.24,0.23,27.8,421.2,0.65,0.12,92.2
FARM_0462,IR-64 (Standard),0.49,0.7,30.7,559.1,0.66,0.36,87.7
FARM_0463,IR-64 (Standard),0.3,0.76,33.6,663.5,0.469,0.54,92.5
FARM_0464,Sahbhagi-Dhan (Drought Tolerant),0.94,0.8,31.9,288.6,0.708,0.08,99.5
FARM_0465,Sahbhagi-Dhan (Drought Tolerant),0.91,0.28,36.3,357.3,0.592,0.58,52.3
FARM_0466,IR-64 (Standard),0.23,0.57,31.6,425.2,0.587,0.49,76.4
FARM_0467,Swarna-Sub1 (Flood Tolerant),0.11,0.32,24.9,589.4,0.716,0.41,82.2
FARM_0468,IR-64 (Standard),0.3,0.36,27.7,537.4,0.727,0.19,82.7
FARM_0469,Sahbhagi-Dhan (Drought Tolerant),0.96,0.65,31.6,512.9,0.764,0.18,91.9
FARM_0470,Sahbhagi-Dhan (Drought Tolerant),0.94,0.79,30.9,294.4,0.749,0.07,96.3
FARM_0471,Swarna-Sub1 (Flood Tolerant),0.41,0.56,35.2,674.2,0.792,0.07,94.6
FARM_0472,Sahbhagi-Dhan (Drought Tolerant),0.87,0.71,30.0,400.2,0.547,0.6,85.5
FARM_0473,IR-64 (Standard),0.24,0.21,29.3,446.7,0.77,0.16,89.2
FARM_0474,Swarna-Sub1 (Flood Tolerant),0.16,0.22,23.7,539.1,0.837,0.06,98.0
FARM_0475,IR-64 (Standard),0.32,0.56,26.8,894.6,0.594,0.54,75.7
FARM_0476,IR-64 (Standard),0.4,0.43,31.2,371.8,0.816,0.14,97.7
FARM_0477,Swarna-Sub1 (Flood Tolerant),0.21,0.73,30.8,361.8,0.724,0.17,91.7
FARM_0478,IR-64 (Standard),0.19,0.38,32.4,425.1,0.687,0.45,67.8
FARM_0479,Sahbhagi-Dhan (Drought Tolerant),0.74,0.46,31.8,732.2,0.761,0.21,82.8
FARM_0480,IR-64 (Standard),0.16,0.52,29.5,529.8,0.729,0.16,90.2
FARM_0481,Swarna-Sub1 (Flood Tolerant),0.37,0.36,26.0,575.2,0.77,0.17,89.6
FARM_0482,Swarna-Sub1 (Flood Tolerant),0.34,0.75,30.0,661.4,0.764,0.18,92.5
FARM_0483,Swarna-Sub1 (Flood Tolerant),0.13,0.48,29.8,725.5,0.684,0.41,76.2
FARM_0484,IR-64 (Standard),0.11,0.45,35.5,366.0,0.592,0.27,88.6
FARM_0485,Swarna-Sub1 (Flood Tolerant),0.35,0.71,35.3,604.6,0.688,0.15,90.6
FARM_0486,Swarna-Sub1 (Flood Tolerant),0.22,0.39,28.1,730.5,0.729,0.15,89.4
FARM_0487,IR-64 (Standard),0.13,0.69,27.5,541.2,0.726,0.22,95.0
FARM_0488,Sahbhagi-Dhan (Drought Tolerant),0.97,0.27,24.6,336.2,0.667,0.41,61.6
FARM_0489,IR-64 (Standard),0.23,0.31,29.3,297.1,0.698,0.18,79.1
FARM_0490,Swarna-Sub1 (Flood Tolerant),0.28,0.77,28.1,590.4,0.794,0.12,100.0
FARM_0491,Swarna-Sub1 (Flood Tolerant),0.19,0.71,40.4,269.4,0.557,0.09,36.4
FARM_0492,IR-64 (Standard),0.35,0.43,25.5,337.4,0.61,0.3,75.3
FARM_0493,Sahbhagi-Dhan (Drought Tolerant),0.75,0.58,30.2,402.0,0.692,0.21,83.0
FARM_0494,Swarna-Sub1 (Flood Tolerant),0.49,0.77,27.4,556.1,0.857,0.12,95.4
FARM_0495,Swarna-Sub1 (Flood Tolerant),0.38,0.33,30.1,616.7,0.798,0.12,85.6
FARM_0496,Swarna-Sub1 (Flood Tolerant),0.15,0.24,28.7,358.0,0.718,0.16,83.6
FARM_0497,IR-64 (Standard),0.27,0.52,33.2,240.7,0.649,0.1,57.7
FARM_0498,Swarna-Sub1 (Flood Tolerant),0.25,0.29,31.8,663.3,0.515,0.59,56.6
FARM_0499,Sahbhagi-Dhan (Drought Tolerant),0.97,0.31,33.1,635.1,0.646,0.29,80.9
FARM_0500,Swarna-Sub1 (Flood Tolerant),0.44,0.73,27.0,593.9,0.782,0.08,99.6
FARM_0501,Swarna-Sub1 (Flood Tolerant),0.33,0.2,34.3,575.1,0.609,0.49,66.1
FARM_0502,Sahbhagi-Dhan (Drought Tolerant),0.74,0.69,28.1,420.5,0.732,0.22,90.7
FARM_0503,Swarna-Sub1 (Flood Tolerant),0.36,0.51,24.4,464.5,0.56,0.56,72.4
FARM_0504,IR-64 (Standard),0.1,0.54,29.3,515.2,0.736,0.25,87.4
FARM_0505,IR-64 (Standard),0.41,0.6,30.5,331.4,0.747,0.15,89.0
FARM_0506,IR-64 (Standard),0.37,0.46,25.0,576.7,0.657,0.51,71.6
FARM_0507,Sahbhagi-Dhan (Drought Tolerant),0.76,0.27,33.5,523.8,0.727,0.29,80.6
FARM_0508,Swarna-Sub1 (Flood Tolerant),0.22,0.26,26.8,472.9,0.667,0.25,85.9
FARM_0509,IR-64 (Standard),0.42,0.65,26.6,682.5,0.645,0.24,87.2
FARM_0510,Sahbhagi-Dhan (Drought Tolerant),0.72,0.33,30.0,479.8,0.778,0.19,92.7
FARM_0511,Swarna-Sub1 (Flood Tolerant),0.24,0.22,33.4,631.9,0.72,0.06,93.0
FARM_0512,Sahbhagi-Dhan (Drought Tolerant),0.88,0.79,25.1,262.3,0.624,0.26,96.2
FARM_0513,IR-64 (Standard),0.32,0.79,33.8,668.0,0.663,0.31,93.3
FARM_0514,IR-64 (Standard),0.1,0.43,21.4,620.8,0.67,0.4,78.3
FARM_0515,IR-64 (Standard),0.13,0.22,31.3,932.4,0.565,0.51,57.9
FARM_0516,Sahbhagi-Dhan (Drought Tolerant),0.9,0.64,25.5,820.2,0.679,0.36,94.6
FARM_0517,Sahbhagi-Dhan (Drought Tolerant),0.89,0.7,26.8,687.3,0.694,0.41,83.2
FARM_0518,IR-64 (Standard),0.3,0.28,37.0,392.2,0.647,0.33,71.5
FARM_0519,Sahbhagi-Dhan (Drought Tolerant),0.98,0.28,26.0,322.9,0.744,0.03,92.3
FARM_0520,IR-64 (Standard),0.36,0.69,29.8,355.0,0.679,0.2,90.4
FARM_0521,IR-64 (Standard),0.12,0.75,25.7,601.9,0.546,0.34,100.0
FARM_0522,Swarna-Sub1 (Flood Tolerant),0.31,0.67,33.1,758.8,0.6,0.4,90.3
FARM_0523,Sahbhagi-Dhan (Drought Tolerant),0.85,0.32,31.6,257.8,0.6,0.3,74.6
FARM_0524,IR-64 (Standard),0.16,0.45,32.2,331.3,0.604,0.28,85.7
FARM_0525,IR-64 (Standard),0.47,0.56,34.5,506.7,0.461,0.78,71.2
FARM_0526,Sahbhagi-Dhan (Drought Tolerant),0.91,0.3,28.6,272.9,0.579,0.35,75.0
FARM_0527,Swarna-Sub1 (Flood Tolerant),0.5,0.33,34.3,415.4,0.695,0.28,81.4
FARM_0528,Swarna-Sub1 (Flood Tolerant),0.27,0.37,36.0,749.0,0.593,0.41,71.5
FARM_0529,IR-64 (Standard),0.34,0.51,31.1,644.3,0.734,0.33,82.8
FARM_0530,Sahbhagi-Dhan (Drought Tolerant),0.98,0.51,25.6,665.9,0.691,0.37,79.9
